,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
2198,2198,590,2202,4,22188,26138,192,romance,3061184,86,316910333,9780000000000.0,Cecily von Ziegesar,2002.0,Gossip Girl,"Gossip Girl (Gossip Girl, #1)",eng,3.51,49670,51967,2345,3166,6824,15756,12851,13370,https://images.gr-assets.com/books/1398814332m/22188.jpg
2204,2204,25261,2208,5,16001893,26138,186,romance,21763760,39,,9780000000000.0,M. Leighton,2013.0,Down to You,"Down to You (The Bad Boys, #1)",eng,4.05,59221,62467,3286,1078,2904,11881,22630,23974,https://images.gr-assets.com/books/1347544660m/16001893.jpg
2218,2218,3368,2222,5,3412815,26138,53,romance,3453075,13,1595547169,9780000000000.0,Eric Wilson,2008.0,Fireproof,Fireproof,en-US,4.47,37258,37588,466,339,692,3702,9222,23633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2223,2223,1334,2227,5,6408862,26138,359,romance,6597789,37,1906427135,9780000000000.0,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,Stolen: A Letter to My Captor,eng,3.93,52435,57261,7331,1626,4221,11752,18533,21129,https://images.gr-assets.com/books/1311064295m/6408862.jpg
2230,2230,12001,2234,3,17884042,26138,122,romance,25047176,30,1400065755,9780000000000.0,Anna Quindlen,2014.0,Still Life with Bread Crumbs,Still Life with Bread Crumbs,eng,3.63,35682,41321,4309,1778,3116,12154,16017,8256,https://images.gr-assets.com/books/1403168088m/17884042.jpg
2234,2234,1525,2238,3,110391,26138,2374,romance,846763,57,380800829,9780000000000.0,Julia Quinn,2000.0,The Duke and I,"The Duke and I (Bridgertons, #1)",en-US,4.11,57839,61923,2634,985,2190,10984,22723,25041,https://images.gr-assets.com/books/1379594717m/110391.jpg
2266,2266,447,2270,4,5453,26138,262,romance,838640,52,385729367,9780000000000.0,Ann Brashares,2007.0,Forever in Blue: The Fourth Summer of the Sisterhood,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",eng,3.8,56113,60415,1702,937,4036,17477,21599,16366,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2272,2272,14142,2276,3,16134782,26138,869,romance,21962320,25,,,R.K. Lilley,2012.0,In Flight,"In Flight (Up in the Air, #1)",eng,4.1,64984,65654,3181,1655,3308,10492,21693,28506,https://images.gr-assets.com/books/1397321579m/16134782.jpg
2274,2274,340,2278,2,19448,26138,547,romance,2610030,58,64472779,9780000000000.0,Meg Cabot,2002.0,All-American Girl,"All-American Girl (All-American Girl, #1)",eng,3.73,55938,58653,1821,1010,4854,17921,19909,14959,https://images.gr-assets.com/books/1291882422m/19448.jpg
2276,2276,963,2280,3,23228,26138,647,romance,1118789,39,375832998,9780000000000.0,David Levithan,2003.0,Boy Meets Boy,Boy Meets Boy,eng,3.85,48960,50739,3159,1916,3569,12041,15760,17453,https://images.gr-assets.com/books/1356335082m/23228.jpg
2282,2282,94,2286,4,16640,26138,213,romance,746264,429,812969901,9780000000000.0,"Johann Wolfgang von Goethe, Burton Pike",1774.0,Die Leiden des jungen Werthers,The Sorrows of Young Werther,eng,3.63,37293,53664,2541,2485,5787,14517,17330,13545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2300,2300,24,2304,5,46165,26138,68,romance,2520849,607,684843781,9780000000000.0,F. Scott Fitzgerald,1920.0,This Side of Paradise,This Side of Paradise,eng,3.68,40074,47633,2777,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2303,2303,35475,2307,4,25852870,26138,634,romance,26428236,32,1400068320,9780000000000.0,Curtis Sittenfeld,2016.0,Eligible,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",eng,3.63,37189,48112,7714,1687,4181,13563,19683,8998,https://images.gr-assets.com/books/1460477855m/25852870.jpg
2326,2326,12610,2330,1,16136959,26138,576,romance,21965727,13,,,R.K. Lilley,2012.0,Mile high (Up In The Air #2),"Mile High (Up in the Air, #2)",en-GB,4.21,60279,60600,1869,884,2374,8952,19554,28836,https://images.gr-assets.com/books/1352489991m/16136959.jpg
2327,2327,32104,2331,5,25111004,26138,887,romance,40214925,25,1501110349,9780000000000.0,Colleen Hoover,2015.0,November 9,November 9,en-US,4.41,53321,59828,10670,853,1617,5629,15492,36237,https://images.gr-assets.com/books/1447138036m/25111004.jpg
2329,2329,27546,2333,5,15724654,26138,804,romance,21400430,17,,,Samantha Towle,2012.0,The Mighty Storm,"The Mighty Storm (The Storm, #1)",eng,4.19,61203,63706,3469,1312,2558,9189,20475,30172,https://images.gr-assets.com/books/1345793260m/15724654.jpg
2352,2352,14461,2356,5,13644052,26138,861,romance,19259997,32,1622660757,9780000000000.0,Jennifer L. Armentrout,2013.0,Origin,"Origin (Lux, #4)",eng,4.44,63533,68716,6750,504,1349,6750,19216,40897,https://images.gr-assets.com/books/1398100888m/13644052.jpg
2360,2360,17356,2364,3,12900174,26138,973,romance,17572318,42,,,Abbi Glines,2011.0,"The Vincent Brothers (The Vincent Boys, #1)","The Vincent Boys (The Vincent Boys, #1)",eng,3.98,62029,66263,3653,1720,3787,13230,22607,24919,https://images.gr-assets.com/books/1327184585m/12900174.jpg
2373,2373,6605,2377,3,13253276,26138,638,romance,18454415,38,62072064,9780000000000.0,Veronica Rossi,2013.0,Through the Ever Night,"Through the Ever Night (Under the Never Sky, #2)",en-CA,4.17,54902,58814,4142,869,1805,9007,21950,25183,https://images.gr-assets.com/books/1340892848m/13253276.jpg
2374,2374,1450,2378,3,712313,26138,73,romance,698575,50,316018589,9780000000000.0,Elin Hilderbrand,2007.0,Barefoot,Barefoot,en-US,3.77,39531,42369,2599,545,2542,12874,16693,9715,https://images.gr-assets.com/books/1344271499m/712313.jpg
2385,2385,3470,2389,3,542414,1691,202,action,1779383,58,142405787,9780000000000.0,Anthony Horowitz,2004.0,Scorpia,"Scorpia (Alex Rider, #5)",eng,4.16,44197,45902,1147,357,1586,8377,15847,19735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2391,2391,30274,2395,5,24378015,26138,870,romance,42942273,15,,,"Colleen Hoover, Tarryn Fisher",2015.0,Never Never,"Never Never (Never Never, #1)",en-US,4.12,54590,55980,8438,905,2298,9272,20013,23492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2401,2401,1061,2405,3,26046,26138,1069,romance,668492,66,515141658,9780000000000.0,Nora Roberts,2006.0,Morrigan's Cross,"Morrigan's Cross (Circle Trilogy, #1)",eng,4.14,43455,45161,1189,817,1946,8062,13690,20646,https://images.gr-assets.com/books/1457728199m/26046.jpg
2428,2428,2549,2432,4,407234,26138,970,romance,3355824,59,515143804,9780000000000.0,Nora Roberts,2007.0,"Blood Brothers (Sign of Seven, #1)","Blood Brothers (Sign of Seven, #1)",eng,4.15,42696,44116,1545,609,1731,7801,14058,19917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2429,2429,662,2433,4,10912,26138,96,romance,3349571,54,425185508,9780000000000.0,Jodi Picoult,1995.0,Picture Perfect,Picture Perfect,en-GB,3.52,41631,44719,2490,1226,4901,15975,14519,8098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2431,2431,15451,2435,3,9888775,26138,759,romance,14780777,15,1402262272,9780000000000.0,Miranda Kenneally,2011.0,Catching Jordan,Catching Jordan,eng,3.85,50383,51787,3234,1832,3906,12187,15880,17982,https://images.gr-assets.com/books/1327875803m/9888775.jpg
2433,2433,24872,2437,5,15784909,26138,904,romance,21502991,22,,,Colleen Hoover,2013.0,This Girl,"This Girl (Slammed, #3)",eng,4.18,58808,61186,5787,913,2706,9851,18712,29004,https://images.gr-assets.com/books/1364326075m/15784909.jpg
2439,2439,31927,2443,3,17158596,26138,720,romance,23582083,36,,,Gail McHugh,2013.0,Collide,"Collide (Collide, #1)",eng,4.24,55720,58679,4562,1204,2220,7627,18053,29575,https://images.gr-assets.com/books/1359831056m/17158596.jpg
2446,2446,17819,2450,3,16151178,26138,417,romance,21547521,31,,,Katja Millay,2012.0,The Sea of Tranquility,The Sea of Tranquility,eng,4.34,52982,65924,8606,1238,2097,7130,17726,37733,https://images.gr-assets.com/books/1465919812m/16151178.jpg
2450,2450,4946,2454,4,1314332,26138,338,romance,3128767,90,385613466,9780000000000.0,Jenny Downham,2007.0,Before I Die,Before I Die,eng,3.84,38551,46571,3910,1164,3574,11493,15471,14869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2452,2452,415,2456,2,104378,26138,502,romance,100634,42,142401765,9780000000000.0,Sarah Dessen,1999.0,Keeping the Moon,Keeping the Moon,en-US,3.86,51537,53992,2454,844,3603,14783,17841,16921,https://images.gr-assets.com/books/1359205648m/104378.jpg
2471,2471,32,2475,4,41667,1691,302,action,2682098,54,142401110,9780000000000.0,Jean Craighead George,1959.0,My Side of the Mountain ,"My Side of the Mountain (Mountain, #1)",eng,4.03,47002,50618,2441,904,2181,10419,18138,18976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2479,2479,29824,2483,5,16033902,26138,180,romance,21805183,49,425267040,9780000000000.0,Maya Banks,2013.0,Rush,"Rush (Breathless, #1)",eng,3.97,53937,58570,3667,1661,3491,11831,19796,21791,https://images.gr-assets.com/books/1359943771m/16033902.jpg
2495,2495,542,2499,4,31173,26138,322,romance,40852693,483,037575850X,9780000000000.0,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853.0,Villette,Villette,eng,3.75,41793,48000,2731,1438,4142,13066,15929,13425,https://images.gr-assets.com/books/1320412741m/31173.jpg
2503,2503,385,2507,5,83144,26138,1122,romance,12615171,95,6513220,9780000000000.0,Paullina Simons,2001.0,The Bronze Horseman,"The Bronze Horseman (The Bronze Horseman, #1)",eng,4.34,37369,48539,6085,1198,2005,4963,11371,29002,https://images.gr-assets.com/books/1327921996m/83144.jpg
2507,2507,9724,2511,5,6642402,26138,1522,romance,6836876,36,425233383,9780000000000.0,Julie James,2010.0,Something About You,"Something About You (FBI/US Attorney, #1)",eng,3.94,47720,49849,2103,1385,2450,10784,18245,16985,https://images.gr-assets.com/books/1327933063m/6642402.jpg
2519,2519,296,2523,4,231821,1691,129,action,1757548,74,440226708,9780000000000.0,Sheila Burnford,1960.0,The Incredible Journey,The Incredible Journey,eng,4.16,42094,43213,712,417,1281,8145,14522,18848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2524,2524,32944,2528,4,16158558,26138,486,romance,21998974,52,425259854,9780000000000.0,Nora Roberts,2013.0,Dark Witch,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",eng,3.91,33481,43326,3641,1221,2934,9894,13945,15332,https://images.gr-assets.com/books/1480131721m/16158558.jpg
2538,2538,19207,2542,4,15990969,26138,1188,romance,21747190,34,991686004,9780000000000.0,K.A. Tucker,2012.0,Ten Tiny Breaths,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",eng,4.16,54718,59991,5039,1110,2386,9118,20669,26708,https://images.gr-assets.com/books/1368808763m/15990969.jpg
2542,2542,54,2546,3,6614,26138,48,romance,2713437,71,786887079,9780000000000.0,Candace Bushnell,2005.0,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2546,2546,113,2550,3,30242,26138,385,romance,2534676,45,515134473,9780000000000.0,Laurell K. Hamilton,1998.0,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)","Burnt Offerings (Anita Blake, Vampire Hunter, #7)",en-US,4.07,53980,57065,887,585,2597,11971,19204,22708,https://images.gr-assets.com/books/1289528358m/30242.jpg
2558,2558,26559,2562,4,15783307,26138,487,romance,21500353,13,,,J. Sterling,2012.0,The Perfect Game,"The Perfect Game (The Perfect Game, #1)",eng,3.97,50442,52594,2982,1784,3105,10113,17664,19928,https://images.gr-assets.com/books/1345824139m/15783307.jpg
2571,2571,11687,2575,3,12022079,26138,98,romance,16987689,27,312577206,9780000000000.0,Kristin Hannah,2012.0,Home Front,Home Front,eng,4.12,36972,41284,4442,478,1286,7087,16462,15971,https://images.gr-assets.com/books/1344319152m/12022079.jpg
2572,2572,28391,2576,3,16117506,26138,986,romance,21935683,40,1476731535,9780000000000.0,Christina Lauren,2013.0,Beautiful Stranger,"Beautiful Stranger (Beautiful Bastard, #2)",eng,4.24,55764,60515,3358,523,1742,8534,21657,28059,https://images.gr-assets.com/books/1359073239m/16117506.jpg
2576,2576,45081,2580,1,24820165,26138,74,romance,44460981,58,1455520616,9780000000000.0,Nicholas Sparks,2015.0,See Me,See Me,eng,3.93,31774,40830,3841,784,2412,9314,14890,13430,https://images.gr-assets.com/books/1439564033m/24820165.jpg
2577,2577,10031,2581,5,7415016,26138,128,romance,9351456,66,385342047,9780000000000.0,Sophie Kinsella,2010.0,Mini Shopaholic,"Mini Shopaholic (Shopaholic, #6)",eng,3.7,40137,45244,2843,1039,4010,13627,15228,11340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2585,2585,3635,2589,4,421549,26138,58,romance,3361285,50,743294254,9780000000000.0,Jennifer Weiner,2000.0,Certain Girls,Certain Girls (Cannie Shapiro #2),eng,3.7,39334,41186,2732,770,3159,12945,15187,9125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2587,2587,1903,2591,2,743599,26138,1552,romance,21900569,46,440244161,9780000000000.0,Karen Marie Moning,1999.0,Beyond the Highland Mist,"Beyond the Highland Mist (Highlander, #1)",eng,3.99,51854,55674,2610,1410,3320,11531,17621,21792,https://images.gr-assets.com/books/1348924088m/743599.jpg
2599,2599,637,2603,3,5159,26138,82,romance,2606620,52,425169693,9780000000000.0,Alice Hoffman,1997.0,Here on Earth ,Here on Earth,eng,3.68,38954,39937,1347,870,3080,12676,14796,8515,https://images.gr-assets.com/books/1388299278m/5159.jpg
2604,2604,113,2608,5,13830,1691,241,action,1123089,48,689878583,9780000000000.0,Tamora Pierce,1986.0,The Woman Who Rides Like a Man,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",en-US,4.2,53413,57255,1144,439,1616,9814,19397,25989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2606,2606,745,2610,4,9303,26138,171,romance,1065212,50,60090375,9780000000000.0,Marian Keyes,1996.0,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,en-US,3.74,38473,39904,725,974,2944,11832,13783,10371,https://images.gr-assets.com/books/1407707569m/9303.jpg
2624,2624,3773,2628,4,10798418,26138,534,romance,15293391,55,316127256,9780000000000.0,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up,Why We Broke Up,eng,3.49,41202,45720,6387,2558,5891,13476,14245,9550,https://images.gr-assets.com/books/1348728685m/10798418.jpg
2629,2629,267,2633,3,10910,26138,78,romance,3349593,43,743422449,9780000000000.0,Jodi Picoult,1996.0,Mercy,Mercy,en-GB,3.57,37252,39731,2502,1329,4347,12696,13167,8192,https://images.gr-assets.com/books/1299040130m/10910.jpg
2649,2649,31872,2653,4,21423525,26138,135,romance,40733229,81,034089699X,9780000000000.0,David Nicholls,2014.0,Us,Us,eng,3.66,28856,37037,4002,982,2950,10819,15059,7227,https://images.gr-assets.com/books/1406116779m/21423525.jpg
2652,2652,16196,2656,4,6218007,26138,176,romance,6398659,11,1421527553,9780000000000.0,"Karuho Shiina, Tomo Kimura",2006.0,君に届け 1,"Kimi ni Todoke: From Me to You, Vol. 1",eng,4.23,37369,37519,395,842,1559,5681,9404,20033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2655,2655,14598,2659,5,12513614,26138,658,romance,17499464,21,,2940000000000.0,C.J. Roberts,2011.0,Captive in the Dark,"Captive in the Dark (The Dark Duet, #1)",eng,4.01,55542,59443,5525,2712,3461,9720,18383,25167,https://images.gr-assets.com/books/1315343569m/12513614.jpg
2659,2659,31419,2663,1,23278537,26138,250,romance,42866547,7,553418777,9780000000000.0,"Nina George, Simon Pare",2013.0,Das Lavendelzimmer ,The Little Paris Bookshop,eng,3.51,34383,44080,7292,2033,5745,13308,13863,9131,https://images.gr-assets.com/books/1412462018m/23278537.jpg
2661,2661,33920,2665,5,17333880,26138,862,romance,24065237,30,,,Abbi Glines,2013.0,"Twisted Perfection (Perfection, #1)","Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",eng,4.26,57408,59633,3931,606,1761,8044,20604,28618,https://images.gr-assets.com/books/1360904964m/17333880.jpg
2667,2667,237,2671,4,41977,26138,196,romance,3152550,82,99498596,9780000000000.0,Maeve Binchy,1990.0,Circle of Friends,Circle of Friends,eng,4.0,43936,47875,1469,381,1670,10917,19654,15253,https://images.gr-assets.com/books/1342486126m/41977.jpg
2684,2684,3941,2688,4,8546358,26138,496,romance,13414212,34,553807226,9780000000000.0,Sarah Addison Allen,2011.0,The Peach Keeper ,The Peach Keeper,en-US,3.84,45468,49478,6009,558,2970,13446,19213,13291,https://images.gr-assets.com/books/1320549305m/8546358.jpg
2688,2688,33481,2692,4,18104607,26138,931,romance,25423130,41,,,Jamie McGuire,2014.0,Beautiful Oblivion,"Beautiful Oblivion (The Maddox Brothers, #1)",eng,4.13,54391,58308,6034,944,2685,9691,19581,25407,https://images.gr-assets.com/books/1398284779m/18104607.jpg
2695,2695,14461,2699,4,11096647,26138,947,romance,16018629,27,,,Jessica Park,2011.0,Flat-Out Love ,"Flat-Out Love (Flat-Out Love, #1)",eng,4.01,47644,51947,5104,1237,2838,9609,18808,19455,https://images.gr-assets.com/books/1333821470m/11096647.jpg
2702,2702,1843,2706,3,73070,26138,1504,romance,2268839,47,380776839,9780000000000.0,Susan Elizabeth Phillips,1994.0,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",eng,4.04,45961,49486,1754,1316,2177,9293,17170,19530,https://images.gr-assets.com/books/1297088239m/73070.jpg
2704,2704,1964,2708,4,7227174,26138,46,romance,7415348,31,743294270,9780000000000.0,Jennifer Weiner,2010.0,Fly Away Home,Fly Away Home,eng,3.66,37026,39401,2405,611,2880,13387,14748,7775,https://images.gr-assets.com/books/1267210300m/7227174.jpg
2715,2715,4337,2719,4,1524173,1691,271,action,6627897,54,1741661285,9780000000000.0,John Flanagan,2006.0,The Sorcerer in the North,"The Sorcerer in the North (Ranger's Apprentice, #5)",eng,4.25,39795,45418,1327,470,996,6829,15486,21637,https://images.gr-assets.com/books/1327918728m/1524173.jpg
2721,2721,8688,2725,3,6316171,26138,73,romance,6501420,33,316041440,9780000000000.0,Jennifer Brown,2009.0,Hate List,Hate List,eng,4.03,39677,44189,4285,872,2179,8483,15813,16842,https://images.gr-assets.com/books/1479653095m/6316171.jpg
2722,2722,20498,2726,3,15283043,26138,1122,romance,20938637,21,62235656,9780000000000.0,Kasie West,2013.0,,The Distance Between Us,eng,3.95,44366,46604,5514,834,2506,10652,16916,15696,https://images.gr-assets.com/books/1358144875m/15283043.jpg
2725,2725,29,2729,4,5932,26138,99,romance,2103337,179,143039962,9780000000000.0,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0,Veinte poemas de amor y una canción desesperada,Twenty Love Poems and a Song of Despair,eng,4.33,31606,37910,1505,520,1003,4472,11501,20414,https://images.gr-assets.com/books/1447622711m/5932.jpg
2730,2730,33179,2734,3,18053060,1691,170,action,25337746,20,62280678,9780000000000.0,Danielle  Paige,2014.0,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",eng,3.84,44785,49019,7881,1455,3568,11035,18176,14785,https://images.gr-assets.com/books/1381437107m/18053060.jpg
2744,2744,31178,2748,3,16139641,26138,522,romance,21970115,8,,,R.K. Lilley,2013.0,Grounded (Up In The Air #3),"Grounded (Up in the Air, #3)",en-GB,4.29,53089,53385,2252,666,1739,6995,16258,27727,https://images.gr-assets.com/books/1358701028m/16139641.jpg
