,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
2513,2513,1782,2517,5,19494,30358,553,suspense,1177001,216,,9780000000000.0,John le Carré,1963.0,The Spy Who Came In from the Cold,The Spy Who Came In from the Cold,eng,4.05,37557,45652,2712,318,1680,8752,19424,15478,https://images.gr-assets.com/books/1327719782m/19494.jpg
2515,2515,370,2519,3,13162,20939,317,mystery,22599,73,446676438,9780000000000.0,James Patterson,1998.0,When the Wind Blows,"When the Wind Blows (When the Wind Blows, #1)",eng,3.92,39948,41722,1333,896,2319,9965,14533,14009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2518,2518,606,2522,4,383028,30358,267,suspense,584889,77,385336691,9780000000000.0,Lee Child,2006.0,The Hard Way,"The Hard Way (Jack Reacher, #10)",en-US,4.14,36240,44962,1935,149,761,7672,20234,16146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2521,2521,5941,2525,3,13359067,30386,80,suspense,18587348,54,307749606,9780000000000.0,"Lee Child, Dick Hill",2012.0,A Wanted Man,"A Wanted Man (Jack Reacher, #17)",eng,4.0,33264,44026,3339,347,1700,9745,18193,14041,https://images.gr-assets.com/books/1333623254m/13359067.jpg
2526,2526,45782,2530,3,25734248,20939,513,mystery,45424866,68,1101990260,9780000000000.0,Fiona Barton,2016.0,The Widow,The Widow,eng,3.49,36504,48265,5692,1257,4915,17948,17226,6919,https://images.gr-assets.com/books/1449178687m/25734248.jpg
2527,2527,6975,2531,5,6255144,20939,229,mystery,6438210,33,545060451,9780000000000.0,Patrick Carman,2009.0,The Black Circle,"The Black Circle (The 39 Clues, #5)",en-US,4.0,42084,42610,705,1025,2229,9613,12392,17351,https://images.gr-assets.com/books/1357211043m/6255144.jpg
2535,2535,953,2539,3,14839,30358,231,suspense,3238533,89,446611778,9780000000000.0,David Baldacci,2001.0,Last Man Standing,Last Man Standing,eng,4.03,36265,38118,708,401,1245,7983,15634,12855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2543,2543,370,2547,3,79379,20939,507,mystery,1827952,76,446611212,9780000000000.0,James Patterson,2001.0,Violets Are Blue,"Violets Are Blue (Alex Cross, #7)",eng,3.94,41555,44214,940,400,1758,11115,17683,13258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2547,2547,30157,2551,3,19286669,20939,146,mystery,27334868,23,1250010713,9780000000000.0,Diane Chamberlain,2014.0,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,31741,41004,4201,439,1683,9336,18384,11162,https://images.gr-assets.com/books/1406526579m/19286669.jpg
2564,2564,1211,2568,4,13131,20939,653,mystery,15302,72,316014796,9780000000000.0,"James Patterson, Maxine Paetro",2007.0,The 6th Target,"The 6th Target (Women's Murder Club, #6)",en-US,4.02,41500,45657,1499,260,1602,10352,18377,15066,https://images.gr-assets.com/books/1336275870m/13131.jpg
2570,2570,263,2574,5,24244,20939,748,mystery,457882,96,446613444,9780000000000.0,Michael Connelly,1993.0,,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",eng,4.05,36748,44220,1566,161,946,9225,20205,13683,https://images.gr-assets.com/books/1372241876m/24244.jpg
2590,2590,331,2594,3,7668,30358,422,suspense,2045220,93,606298231,9780000000000.0,Michael Crichton,1992.0,Rising Sun,Rising Sun,eng,3.61,38179,41025,713,714,3550,14199,14925,7637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2591,2591,74,2595,3,136167,30358,161,suspense,1030360,81,440060672,9780000000000.0,Sidney Sheldon,1973.0,The Other Side of Midnight,The Other Side of Midnight (Midnight #1),eng,3.89,34570,36728,755,367,2028,9932,13281,11120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2592,2592,3131,2596,4,7936809,20939,513,mystery,14180015,77,316069485,9780000000000.0,Michael Connelly,2010.0,The Reversal,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",eng,4.13,34973,41619,2529,137,747,7303,19000,14432,https://images.gr-assets.com/books/1421934033m/7936809.jpg
2603,2603,4531,2607,3,1248179,30358,204,suspense,2934427,98,385515049,9780000000000.0,John Grisham,2008.0,The Appeal,The Appeal,en-US,3.58,39100,41931,3678,1102,3975,14287,14732,7835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2613,2613,6335,2617,5,21936809,20939,499,mystery,41240456,55,62267523,9780000000000.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,43845,5526,503,1567,8049,19937,13789,https://images.gr-assets.com/books/1417981750m/21936809.jpg
2618,2618,537,2622,5,184657,30358,259,suspense,2751330,39,1416548009,9780000000000.0,Vince Flynn,2004.0,Memorial Day,"Memorial Day (Mitch Rapp, #7)",eng,4.3,31864,34797,760,278,647,4271,12675,16926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2635,2635,5229,2639,4,2761626,20939,670,mystery,2787335,99,316166294,9780000000000.0,Michael Connelly,2008.0,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",eng,4.08,36497,42830,2722,110,719,7939,20783,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2637,2637,284,2641,3,17262159,30358,79,suspense,23756807,78,385344341,9780000000000.0,Lee Child,2013.0,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558,328,1392,8949,18578,13638,https://images.gr-assets.com/books/1467947214m/17262159.jpg
2662,2662,158,2666,2,19675,30358,440,suspense,5054711,63,6479758,9780000000000.0,Tom Clancy,1996.0,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",eng,4.04,35513,38559,505,394,1460,8003,14865,13837,https://images.gr-assets.com/books/1419127064m/19675.jpg
2669,2669,22,2673,2,5720,30358,459,suspense,5054705,59,425170349,9780000000000.0,Tom Clancy,1998.0,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",en-US,4.07,35278,38307,850,437,1668,7494,14076,14632,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2671,2671,7825,2675,3,8196732,30358,295,suspense,13043611,70,749942010,9780000000000.0,Rosamund Lupton,2010.0,Sister,Sister,eng,3.77,35893,41576,4636,884,2862,10945,16975,9910,https://images.gr-assets.com/books/1320189763m/8196732.jpg
2681,2681,9367,2685,4,3047849,20939,121,mystery,3078640,38,61566128,9780000000000.0,Sara Shepard,2009.0,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,39702,42312,1431,580,2026,8910,13031,17765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2686,2686,21094,2690,4,27239265,20939,220,mystery,45640572,15,,,Matthew FitzSimmons,2015.0,,"The Short Drop (Gibson Vaughn, #1)",eng,4.15,32641,33222,2229,397,994,5066,13486,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2691,2691,456,2695,2,19469,20939,576,mystery,816295,36,038532328X,9780000000000.0,Caroline B. Cooney,1990.0,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,43334,45923,2293,916,3922,14176,15194,11715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2713,2713,39769,2717,3,23745132,20939,95,mystery,42744285,1,,,Emily Bleeker,2015.0,,Wreckage,en-GB,3.66,25533,33818,2745,1030,3379,9583,11938,7888,https://images.gr-assets.com/books/1422826024m/23745132.jpg
2719,2719,266,2723,2,26109394,20939,499,mystery,45536239,42,525955097,9780000000000.0,Harlan Coben,2016.0,Fool Me Once,Fool Me Once,eng,3.9,30788,45468,4096,913,2458,10459,18044,13594,https://images.gr-assets.com/books/1443190440m/26109394.jpg
2726,2726,679,2730,4,382549,30358,514,suspense,17028815,76,425116840,9780000000000.0,Tom Clancy,1988.0,The Cardinal of the Kremlin,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",en-US,4.01,37672,39699,507,188,1344,9279,15970,12918,https://images.gr-assets.com/books/1319381380m/382549.jpg
2729,2729,4272,2733,1,1099301,20939,544,mystery,1086172,46,316113662,9780000000000.0,"Pseudonymous Bosch, Gilbert Ford",2007.0,The Name of This Book Is Secret,"The Name of This Book Is Secret (Secret, #1)",en-US,4.04,39440,42190,3180,1043,2144,8129,13529,17345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2731,2731,473,2735,3,16429,30358,292,suspense,944272,67,553804790,9780000000000.0,Dean Koontz,2006.0,The Husband,The Husband,eng,3.8,36233,38254,1638,561,2435,11052,14284,9922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2733,2733,537,2737,3,6588,20939,461,mystery,1877371,80,446610224,9780000000000.0,James Patterson,2003.0,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060,40235,938,320,1590,9647,16019,12659,https://images.gr-assets.com/books/1388328154m/6588.jpg
2741,2741,537,2745,5,6537,20939,193,mystery,1455041,108,425204693,9780000000000.0,Patricia Cornwell,1995.0,From Potter's Field,"From Potter's Field (Kay Scarpetta, #6)",eng,4.02,41377,43955,636,211,1356,10272,17581,14535,https://images.gr-assets.com/books/1309209800m/6537.jpg
2742,2742,207,2746,2,84736,20939,88,mystery,3267280,85,446619035,9780000000000.0,James Patterson,2005.0,"Mary, Mary","Mary, Mary (Alex Cross, #11)",eng,3.93,36926,39428,1136,301,1679,10270,15431,11747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2747,2747,953,2751,5,58962,20939,563,mystery,449499,99,312941919,9780000000000.0,Michael Connelly,1997.0,Trunk Music,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",eng,4.15,34702,40002,1105,105,626,6805,18196,14270,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2750,2750,263,2754,5,32504,20939,462,mystery,1473598,105,446690449,9780000000000.0,Michael Connelly,1998.0,Blood Work,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,4.11,34296,37494,999,216,892,6907,16077,13402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2752,2752,2843,2756,4,6393047,20939,212,mystery,6581527,25,545060478,9780000000000.0,Peter Lerangis,2010.0,,"The Viper's Nest (39 Clues, #7)",eng,3.97,37663,38140,555,1108,2115,8798,10964,15155,https://images.gr-assets.com/books/1357211053m/6393047.jpg
2764,2764,33377,2768,4,20263040,30358,378,suspense,27228790,64,804178747,9780000000000.0,Lee Child,2014.0,Personal,"Personal (Jack Reacher, #19)",eng,3.9,19107,39053,3156,496,2013,9620,15703,11221,https://images.gr-assets.com/books/1468705564m/20263040.jpg
2769,2769,3741,2773,4,552894,20939,620,mystery,2208374,57,316017701,9780000000000.0,"James Patterson, Maxine Paetro",2008.0,7th Heaven,"7th Heaven (Women's Murder Club, #7)",eng,4.06,38503,42493,1604,176,1181,9121,17415,14600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2770,2770,48467,2774,5,23664710,30358,342,suspense,43272201,48,593073894,9780000000000.0,Lee Child,2015.0,Make Me,"Make Me (Jack Reacher, #20)",en-US,3.95,20999,37423,3420,578,1752,8085,15404,11604,https://images.gr-assets.com/books/1467905395m/23664710.jpg
2787,2787,29988,2791,3,15842230,30358,297,suspense,21412154,45,446573051,9780000000000.0,David Baldacci,2012.0,The Forgotten,"The Forgotten (John Puller, #2)",eng,4.07,27953,37559,2540,270,1065,6957,16796,12471,https://images.gr-assets.com/books/1350923777m/15842230.jpg
2796,2796,20599,2800,3,17908462,20939,900,mystery,25092132,27,345542886,9780000000000.0,Janet Evanovich,2013.0,Takedown Twenty,"Takedown Twenty (Stephanie Plum, #20)",en-US,3.75,36002,45765,4970,674,3508,14114,15618,11851,https://images.gr-assets.com/books/1373758461m/17908462.jpg
2809,2809,17018,2813,3,20821614,30358,824,suspense,39913517,45,1476785597,9780000000000.0,Caroline Kepnes,2014.0,You,"You (You, #1)",eng,3.83,36383,43868,7892,1561,3095,9358,16925,12929,https://images.gr-assets.com/books/1411958102m/20821614.jpg
2811,2811,947,2815,3,1205297,29076,37,suspense,3090264,66,385525001,9780000000000.0,John Grisham,2007.0,Playing For Pizza,Playing for Pizza,en-US,3.41,34577,36850,3642,1436,5072,13273,10948,6121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2818,2818,1061,2822,3,75024,30358,441,suspense,1703824,68,345476166,9780000000000.0,Steve Berry,2006.0,The Templar Legacy,"The Templar Legacy (Cotton Malone, #1)",en-US,3.81,35804,39121,1729,843,2479,10458,14921,10420,https://images.gr-assets.com/books/1413393638m/75024.jpg
2819,2819,555,2823,4,89165,20939,1022,mystery,1300421,55,449000656,9780000000000.0,Sue Grafton,1993.0,J is for Judgment (Kinsey Millhone #10),"J is for Judgment (Kinsey Millhone, #10)",eng,4.01,39214,41729,525,250,1003,10593,16261,13622,https://images.gr-assets.com/books/1315138239m/89165.jpg
2825,2825,16248,2829,4,18635113,20939,588,mystery,24946905,66,62309668,9780000000000.0,Emma Healey,2014.0,Elizabeth Is Missing,Elizabeth Is Missing,eng,3.7,26931,38225,5096,939,3055,10623,15355,8253,https://images.gr-assets.com/books/1388883559m/18635113.jpg
2826,2826,537,2830,3,154424,30358,270,suspense,2874081,42,1416505016,9780000000000.0,Vince Flynn,2005.0,Consent to Kill,"Consent to Kill (Mitch Rapp, #8)",en-US,4.36,30675,33651,811,197,424,3629,12053,17348,https://images.gr-assets.com/books/1403880384m/154424.jpg
2831,2831,752,2835,3,937249,30358,268,suspense,978952,48,671047345,9780000000000.0,Vince Flynn,2001.0,Separation of Power,"Separation of Power (Mitch Rapp, #5)",en-US,4.32,30081,33186,709,127,462,4008,12628,15961,https://images.gr-assets.com/books/1314830847m/937249.jpg
2838,2838,2808,2842,5,3410425,20939,239,mystery,3450678,51,446195502,9780000000000.0,David Baldacci,2008.0,Divine Justice,"Divine Justice (Camel Club, #4)",en-US,4.17,35071,38072,1281,236,768,6103,16164,14801,https://images.gr-assets.com/books/1336266873m/3410425.jpg
2852,2852,3891,2856,5,2485785,20939,138,mystery,1544939,43,778325318,9780000000000.0,Diane Chamberlain,2006.0,The Secret Life Of CeeCee Wilkes,The Secret Life of CeeCee Wilkes,eng,4.09,32490,37581,3342,467,1251,6556,15560,13747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2853,2853,388,2857,5,188230,20939,2485,mystery,2570338,72,445406518,9780000000000.0,Elizabeth Peters,1975.0,Crocodile on the Sandbank,Crocodile on the Sandbank (Amelia Peabody #1),en-US,4.02,44395,46927,3175,882,2150,9526,16802,17567,https://images.gr-assets.com/books/1306096774m/188230.jpg
2855,2855,301,2859,4,19670,30358,447,suspense,17028842,57,425147584,9780000000000.0,Tom Clancy,1994.0,Debt of Honor,"Debt of Honor (Jack Ryan Universe, #8)",en-US,4.03,34952,36617,431,283,1264,7984,14650,12436,https://images.gr-assets.com/books/1310086695m/19670.jpg
2859,2859,384,2863,4,93794,30358,373,suspense,2153394,45,451209338,9780000000000.0,Daniel Silva,2000.0,The Kill Artist,"The Kill Artist (Gabriel Allon, #1)",eng,4.0,31579,36365,1501,845,1439,7180,14473,12428,https://images.gr-assets.com/books/1391616227m/93794.jpg
2874,2874,628,2878,4,32527,20939,472,mystery,235306,52,553584537,9780000000000.0,Lisa Gardner,2004.0,,"Alone (Detective D.D. Warren, #1)",en-US,3.97,36437,40070,1728,466,1557,9199,16391,12457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2884,2884,18488,2888,5,20821043,20939,1352,mystery,21598636,44,670026328,9780000000000.0,Tana French,2014.0,The Secret Place,"The Secret Place (Dublin Murder Squad, #5)",eng,3.83,30834,38667,4883,729,2363,9360,16607,9608,https://images.gr-assets.com/books/1396671263m/20821043.jpg
2886,2886,370,2890,3,227729,20939,383,mystery,2495542,79,671024094,9780000000000.0,Jeffery Deaver,1998.0,,"The Coffin Dancer (Lincoln Rhyme, #2)",en-US,4.16,34121,36274,806,227,731,6301,14731,14284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2887,2887,10398,2891,5,6545536,20939,88,mystery,6737901,26,545060486,9780000000000.0,Gordon Korman,2010.0,The Emperor's Code,"The Emperor's Code (The 39 Clues, #8)",eng,4.04,36068,36546,518,845,1691,8075,10580,15355,https://images.gr-assets.com/books/1357211054m/6545536.jpg
2889,2889,348,2893,4,11082037,20939,175,mystery,15547563,74,316069418,9780000000000.0,Michael Connelly,2011.0,The Drop,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",eng,4.14,32426,39023,2452,145,697,6513,17892,13776,https://images.gr-assets.com/books/1327935031m/11082037.jpg
2905,2905,2843,2909,3,6389704,20939,222,mystery,6578095,34,054506046X,9780000000000.0,Jude Watson,2009.0,"In Too Deep (The 39 Clues, Book 6)","In Too Deep (The 39 Clues, #6)",eng,4.02,35694,37137,628,814,1801,8381,11076,15065,https://images.gr-assets.com/books/1357211047m/6389704.jpg
2910,2910,417,2914,4,3483,20939,418,mystery,910619,52,067003777X,9780000000000.0,Marisha Pessl,2006.0,Special Topics in Calamity Physics,Special Topics in Calamity Physics,eng,3.7,29369,34307,4754,1342,3151,8523,12585,8706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2915,2915,9367,2919,4,3047850,20939,140,mystery,3821158,42,006156608X,9780000000000.0,Sara Shepard,2008.0,Wicked,"Wicked (Pretty Little Liars, #5)",eng,4.04,38461,41509,1489,467,2030,9372,13291,16349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2916,2916,245,2920,3,184655,30358,381,suspense,2127844,46,1416516352,9780000000000.0,Vince Flynn,1999.0,Transfer of Power,"Transfer of Power (Mitch Rapp, #3)",eng,4.31,28647,33735,1570,155,519,4006,13209,15846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2918,2918,9486,2922,5,13223349,20939,61,mystery,18412501,27,1401235417,9780000000000.0,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012.0,"Batman, Volume 1: The Court of Owls","Batman, Volume 1: The Court of Owls",eng,4.3,30617,33150,1447,423,827,3934,11175,16791,https://images.gr-assets.com/books/1342307351m/13223349.jpg
2920,2920,1735,2924,1,46438,30358,317,suspense,143448,99,451219953,9780000000000.0,Raymond Khoury,2006.0,The Last Templar,"The Last Templar (Templar, #1)",eng,3.57,33675,35769,1482,1154,3603,11658,12251,7103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2925,2925,9367,2929,4,3047851,20939,50,mystery,3078642,23,61566179,9780000000000.0,Sara Shepard,2010.0,Wanted,"Wanted (Pretty Little Liars, #8)",en-US,4.15,36207,38098,1537,526,1683,7138,11004,17747,https://images.gr-assets.com/books/1325823986m/3047851.jpg
2960,2960,5454,2964,3,10816297,30358,148,suspense,15729967,35,1416595201,9780000000000.0,Vince Flynn,2012.0,Kill Shot,"Kill Shot (Mitch Rapp, #2)",eng,4.3,28845,32995,1583,134,525,4144,12755,15437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2969,2969,714,2973,4,124918,30358,127,suspense,120317,76,425176088,9780000000000.0,Arthur Hailey,1968.0,Airport,Airport,eng,3.92,30040,31152,324,356,1559,7920,11612,9705,https://images.gr-assets.com/books/1309288724m/124918.jpg
2984,2984,690,2988,5,32979,20939,1694,mystery,151480,44,1557091552,9780000000000.0,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930.0,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","The Secret of the Old Clock (Nancy Drew, #1)",eng,3.98,44256,48913,2169,556,2146,12581,16244,17386,https://images.gr-assets.com/books/1351534678m/32979.jpg
2985,2985,756,2989,3,33810,29076,106,suspense,2309,62,446679089,9780000000000.0,Nelson DeMille,1997.0,Plum Island,"Plum Island (John Corey, #1)",eng,4.03,30595,34509,1692,319,1210,6917,14875,11188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
